@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

seismic-bumps,9,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,220,39,0,84.942085,15.057915,0,0.094324,0.158861,0.365414,129.020331,147.554117,90.502467,1015.599298,-925.096831,0.34943,3.921233,-3.571802,-81.106018,-0.313151,-89.617466,0.235294,4,0.107438,26,0.892562,216,0.764706,13,0.133333,0.235294,0.170213,0.098941,0.783909,0.183526,0.849421,0.721565,0.278435,0.150579,0.890072,0.849421,0.868168,0.098941,0.783909,0.927391,0.543705,0.849421,0.002,0.002,0,0,0,0,5791,423226,49280,90.733591,57.335907,?
seismic-bumps,9,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,221,38,0,85.328185,14.671815,0,0.134997,0.148952,0.358942,120.972444,144.940927,90.502467,718.106861,-627.604394,0.34943,2.772613,-2.423183,-72.048724,-0.27818,-79.60968,0.294118,5,0.107438,26,0.892562,216,0.705882,12,0.16129,0.294118,0.208333,0.142423,0.766894,0.187444,0.853282,0.666602,0.333398,0.146718,0.895773,0.853282,0.872493,0.142423,0.766666,0.92678,0.563741,0.853282,0.001,0.002,0,0,0,0,5791,423226,49280,91.119691,55.598456,?
seismic-bumps,9,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,227,32,0,87.644788,12.355212,0,0.271577,0.137586,0.331167,111.741103,133.725507,90.502467,457.388523,-366.886056,0.34943,1.765979,-1.416548,-57.972874,-0.223833,-64.056679,0.470588,8,0.095041,23,0.904959,219,0.529412,9,0.258065,0.470588,0.333333,0.286515,0.831794,0.252781,0.876448,0.500901,0.499099,0.123552,0.914419,0.876448,0.892626,0.286515,0.831794,0.933141,0.632624,0.876448,0.002,0.001,0,0,0,0,5791,423226,49280,93.050193,57.915058,?
seismic-bumps,9,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,223,36,0,86.100386,13.899614,0,0.180524,0.153065,0.364363,124.312358,147.12988,90.502467,516.072219,-425.569752,0.34943,1.992557,-1.643126,-73.606193,-0.284194,-81.330593,0.352941,6,0.103306,25,0.896694,217,0.647059,11,0.193548,0.352941,0.25,0.190454,0.737725,0.188223,0.861004,0.611368,0.388632,0.138996,0.901988,0.861004,0.879204,0.190454,0.737725,0.910323,0.586702,0.861004,0.001,0.001,0,0,0,0,5791,423226,49280,88.803089,54.633205,?
seismic-bumps,9,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,232,26,0,89.922481,10.077519,0,0.357102,0.118091,0.293695,95.755742,118.381137,90.403637,180.224536,-89.820899,0.350402,0.698545,-0.348143,-43.221764,-0.167526,-47.809763,0.529412,9,0.074689,18,0.925311,223,0.470588,8,0.333333,0.529412,0.409091,0.368546,0.840615,0.288328,0.899225,0.444502,0.555498,0.100775,0.923722,0.899225,0.909609,0.368546,0.840615,0.937954,0.677003,0.899225,0.002,0.001,0,0,0,0,5791,423407,49099,94.186047,58.72093,?
seismic-bumps,9,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,221,37,0,85.658915,14.341085,0,0.173793,0.148869,0.353904,120.712958,142.649939,90.403637,367.575961,-277.172324,0.350402,1.424713,-1.074311,-72.335866,-0.280372,-80.014331,0.352941,6,0.107884,26,0.892116,215,0.647059,11,0.1875,0.352941,0.244898,0.184447,0.748352,0.239352,0.856589,0.611532,0.388468,0.143411,0.900998,0.856589,0.876237,0.184447,0.748352,0.927632,0.582834,0.856589,0.001,0.001,0,0.015625,0,15.625,5791,423407,49099,90.697674,56.976744,?
seismic-bumps,9,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,223,35,0,86.434109,13.565891,0,0.186926,0.153901,0.358535,124.792836,144.516592,90.403637,538.763006,-448.359369,0.350402,2.088229,-1.737827,-78.616347,-0.304715,-86.961487,0.352941,6,0.099585,24,0.900415,217,0.647059,11,0.2,0.352941,0.255319,0.196081,0.688553,0.129114,0.864341,0.610985,0.389015,0.135659,0.90222,0.864341,0.881222,0.196081,0.688553,0.908163,0.590346,0.864341,0.002,0.001,0,0,0,0,5791,423407,49099,90.310078,56.976744,?
seismic-bumps,9,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,228,30,0,88.372093,11.627907,0,0.316858,0.127934,0.316011,103.737323,127.376449,90.403637,398.383414,-307.979777,0.350402,1.544122,-1.19372,-56.972482,-0.220824,-63.020121,0.529412,9,0.091286,22,0.908714,219,0.470588,8,0.290323,0.529412,0.375,0.334301,0.78228,0.279618,0.883721,0.445595,0.554405,0.116279,0.920318,0.883721,0.898939,0.334301,0.78228,0.934043,0.655449,0.883721,0.001,0.001,0,0,0,0,5791,423407,49099,93.410853,57.170543,?
seismic-bumps,9,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,228,30,0,88.372093,11.627907,0,0.316858,0.126286,0.319531,102.400859,128.795029,90.403637,243.647642,-153.244005,0.350402,0.944371,-0.593969,-50.419168,-0.195423,-55.771172,0.529412,9,0.091286,22,0.908714,219,0.470588,8,0.290323,0.529412,0.375,0.334301,0.769832,0.211843,0.883721,0.445595,0.554405,0.116279,0.920318,0.883721,0.898939,0.334301,0.769832,0.923622,0.655449,0.883721,0.002,0.001,0,0,0,0,5791,423407,49099,91.860465,56.007752,?
seismic-bumps,9,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,219,39,0,84.883721,15.116279,0,0.129133,0.160704,0.372092,130.30887,149.981089,90.403637,396.290941,-305.887304,0.350402,1.536011,-1.18561,-81.307693,-0.315146,-89.93852,0.294118,5,0.112033,27,0.887967,214,0.705882,12,0.15625,0.294118,0.204082,0.137049,0.670735,0.172242,0.848837,0.666753,0.333247,0.151163,0.894805,0.848837,0.869547,0.137049,0.670735,0.900573,0.560285,0.848837,0.001,0.001,0,0,0,0,5791,423407,49099,89.147287,55.813953,?
seismic-bumps,10,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,219,40,0,84.555985,15.444015,0,0.124112,0.161882,0.369631,131.473709,149.25691,90.502467,309.795844,-219.293377,0.34943,1.196123,-0.846693,-85.111883,-0.328617,-94.043716,0.294118,5,0.115702,28,0.884298,214,0.705882,12,0.151515,0.294118,0.2,0.132511,0.771269,0.166302,0.84556,0.667145,0.332855,0.15444,0.894696,0.84556,0.86763,0.132511,0.771269,0.92685,0.557265,0.84556,0.002,0.001,0,0,0,0,5791,423226,49280,90.733591,56.756757,?
seismic-bumps,10,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,223,36,0,86.100386,13.899614,0,0.240593,0.144172,0.350695,117.090543,141.610918,90.502467,347.192645,-256.690178,0.34943,1.340512,-0.991082,-63.65017,-0.245754,-70.329762,0.470588,8,0.11157,27,0.88843,215,0.529412,9,0.228571,0.470588,0.307692,0.26007,0.80457,0.190075,0.861004,0.501986,0.498014,0.138996,0.911824,0.861004,0.882376,0.26007,0.80457,0.929958,0.61522,0.861004,0.002,0.001,0,0,0,0,5791,423226,49280,91.119691,55.598456,?
seismic-bumps,10,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,220,39,0,84.942085,15.057915,0,0.220181,0.157151,0.358075,127.631038,144.59093,90.502467,289.107448,-198.604981,0.34943,1.116245,-0.766815,-82.890613,-0.320041,-91.589341,0.470588,8,0.123967,30,0.876033,212,0.529412,9,0.210526,0.470588,0.290909,0.242605,0.782936,0.253968,0.849421,0.5028,0.4972,0.150579,0.91013,0.849421,0.874753,0.242605,0.782936,0.931771,0.603338,0.849421,0.001,0.002,0,0,0,0,5791,423226,49280,90.733591,57.915058,?
seismic-bumps,10,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2325,259,224,35,0,86.486486,13.513514,0,0.115869,0.147688,0.349821,119.945541,141.257625,90.502467,889.502776,-799.000309,0.34943,3.434374,-3.084943,-71.946788,-0.277787,-79.497046,0.235294,4,0.090909,22,0.909091,220,0.764706,13,0.153846,0.235294,0.186047,0.118984,0.742343,0.14445,0.864865,0.72048,0.27952,0.135135,0.892329,0.864865,0.877727,0.118984,0.742343,0.922497,0.556181,0.864865,0.002,0.002,0,0,0,0,5791,423226,49280,90.34749,56.949807,?
seismic-bumps,10,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,226,32,0,87.596899,12.403101,0,0.241316,0.13496,0.334481,109.434751,134.820984,90.403637,295.068263,-204.664626,0.350402,1.143675,-0.793274,-62.312485,-0.241521,-68.926967,0.411765,7,0.091286,22,0.908714,219,0.588235,10,0.241379,0.411765,0.304348,0.251718,0.731755,0.203346,0.875969,0.555491,0.444509,0.124031,0.909223,0.875969,0.890564,0.251718,0.731755,0.921078,0.618131,0.875969,0.001,0.003,0,0,0,0,5791,423407,49099,91.472868,56.007752,?
seismic-bumps,10,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,239,19,0,92.635659,7.364341,0,0.384944,0.09078,0.261054,73.610703,105.224372,90.403637,589.063591,-498.659954,0.350402,2.283192,-1.932791,-5.353224,-0.020749,-5.92147,0.411765,7,0.037344,9,0.962656,232,0.588235,10,0.4375,0.411765,0.424242,0.385145,0.772272,0.329123,0.926357,0.551936,0.448064,0.073643,0.924337,0.926357,0.925317,0.385145,0.772044,0.922238,0.692452,0.926357,0.001,0.004,0,0,0,0,5791,423407,49099,94.96124,55.620155,?
seismic-bumps,10,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,218,40,0,84.496124,15.503876,0,0.155897,0.157909,0.366474,128.04309,147.716742,90.403637,1450.456312,-1360.052675,0.350402,5.621924,-5.271522,-78.540153,-0.304419,-86.877205,0.352941,6,0.120332,29,0.879668,212,0.647059,11,0.171429,0.352941,0.230769,0.168529,0.77154,0.174515,0.844961,0.612352,0.387648,0.155039,0.899327,0.844961,0.868788,0.168529,0.77154,0.914873,0.572281,0.844961,0.002,0.001,0,0,0,0,5791,423407,49099,89.147287,56.782946,?
seismic-bumps,10,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,223,35,0,86.434109,13.565891,0,0.186926,0.141579,0.330873,114.801845,133.366671,90.403637,236.25418,-145.850543,0.350402,0.915714,-0.565312,-69.082297,-0.267761,-76.415396,0.352941,6,0.099585,24,0.900415,217,0.647059,11,0.2,0.352941,0.255319,0.196081,0.785209,0.265676,0.864341,0.610985,0.389015,0.135659,0.90222,0.864341,0.881222,0.196081,0.785209,0.928916,0.590346,0.864341,0.001,0.001,0.015625,0,15.625,0,5791,423407,49099,93.79845,58.333333,?
seismic-bumps,10,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,224,34,0,86.821705,13.178295,0,0.159287,0.142886,0.347765,115.861338,140.17562,90.403637,523.226341,-432.822703,0.350402,2.028009,-1.677607,-69.444907,-0.269166,-76.816497,0.294118,5,0.091286,22,0.908714,219,0.705882,12,0.185185,0.294118,0.227273,0.164392,0.67342,0.145365,0.868217,0.665386,0.334614,0.131783,0.897786,0.868217,0.881796,0.164392,0.67342,0.913446,0.577619,0.868217,0.002,0.001,0,0,0,0,5791,423407,49099,90.697674,56.007752,?
seismic-bumps,10,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190922.2029,2326,258,225,33,0,87.209302,12.790698,0,0.290618,0.144164,0.345785,116.897287,139.37737,90.403637,281.441414,-191.037777,0.350402,1.090858,-0.740456,-68.74504,-0.266454,-76.042339,0.529412,9,0.103734,25,0.896266,216,0.470588,8,0.264706,0.529412,0.352941,0.312212,0.766903,0.230086,0.872093,0.446416,0.553584,0.127907,0.918189,0.872093,0.891073,0.312212,0.766903,0.915367,0.640987,0.872093,0.001,0.001,0,0,0,0,5791,423407,49099,92.635659,57.170543,?
